AOT87930.1	AOT87930.1
ASB32639.1	ADN25584.1
ASB32639.1	ADN25585.1
ASB32639.1	ADN25586.1
ASB32639.1	ADN25587.1
ASB32639.1	ADN25588.1
ASB32639.1	ADN25589.1
ASB32639.1	ADN25590.1
ASB32639.1	AHL80747.1
ASB32639.1	AHL80758.1
ASB32639.1	AHB21743.1
ASB32639.1	AHB22244.1
ASB32639.1	AHB22445.1
ASB32639.1	AHB24449.1
ASB32639.1	AHB24772.1
ASB32639.1	AHC58475.1
ASB32639.1	AGB13357.1
ASB32639.1	AGB13507.1
ASB32639.1	AGB13517.1
ASB32639.1	AGE89284.1
ASB32639.1	AGE89429.1
ASB32639.1	AGR49884.1
ASB32639.1	AGR49979.1
ASB32639.1	AGR50036.1
ASB32639.1	AGR50059.1
ASB32639.1	AGR50070.1
ASB32639.1	AGR50092.1
ASB32639.1	AGR50103.1
ASB32639.1	AGR50114.1
ASB32639.1	AGR50136.1
ASB32639.1	AGR50158.1
ASB32639.1	AGR50181.1
ASB32639.1	AGR50192.1
ASB32639.1	AGR50214.1
ASB32639.1	AGR50225.1
ASB32639.1	AGR50236.1
ASB32639.1	AGR50247.1
ASB32639.1	AGR50258.1
ASB32639.1	AGR50269.1
ASB32639.1	AGR50280.1
ASB32639.1	AGR50302.1
ASB32639.1	AGR50313.1
ASB32639.1	AGR50324.1
ASB32639.1	AGR50335.1
ASB32639.1	AGR50357.1
ASB32639.1	AFJ78668.1
ASB32639.1	AFJ78678.1
ASB32639.1	AFJ78688.1
ASB32639.1	AFJ78698.1
ASB32639.1	AFJ78708.1
ASB32639.1	AFJ78728.1
ASB32639.1	AFJ78738.1
ASB32639.1	AFJ78748.1
ASB32639.1	AFJ78758.1
ASB32639.1	AFJ78768.1
ASB32639.1	AFJ78778.1
ASB32639.1	AFJ78788.1
ASB32639.1	AFJ78798.1
ASB32639.1	AFJ78808.1
ASB32639.1	AFJ78818.1
ASB32639.1	AFJ78828.1
ASB32639.1	AFJ78838.1
ASB32639.1	AFJ78848.1
ASB32639.1	AFJ78868.1
ASB32639.1	AFJ78878.1
ASB32639.1	AFJ78888.1
ASB32639.1	AFJ78898.1
ASB32639.1	AFJ78908.1
ASB32639.1	AFJ78918.1
ASB32639.1	AFJ78928.1
ASB32639.1	AFJ97566.1
ASB32639.1	AFK74582.1
ASB32639.1	AFK74592.1
ASB32639.1	AFK74612.1
ASB32639.1	AFK74662.1
ASB32639.1	AFK74672.1
ASB32639.1	AFK74682.1
ASB32639.1	AFK74702.1
ASB32639.1	AFK74722.1
ASB32639.1	AFK74732.1
ASB32639.1	AFK74742.1
ASB32639.1	AFK74752.1
ASB32639.1	AFK74762.1
ASB32639.1	AFK74772.1
ASB32639.1	AFK74782.1
ASB32639.1	AFK74792.1
ASB32639.1	AFK74802.1
ASB32639.1	AFK74812.1
ASB32639.1	AFK74842.1
ASB32639.1	AFK74942.1
ASB32639.1	AFK74962.1
ASB32639.1	AFK74972.1
ASB32639.1	AFK74982.1
ASB32639.1	AFK74992.1
ASB32639.1	AFK75032.1
ASB32639.1	AFK75042.1
ASB32639.1	AFK75062.1
ASB32639.1	AFK75072.1
ASB32639.1	AFK75082.1
ASB32639.1	AFK75092.1
ASB32639.1	AFK75102.1
ASB32639.1	AFK75112.1
ASB32639.1	AFK77874.1
ASB32639.1	AFK77884.1
ASB32639.1	AFK77894.1
ASB32639.1	AFK78194.1
ASB32639.1	AFN17370.1
ASB32639.1	AFN17390.1
ASB32639.1	AFN17400.1
ASB32639.1	AFN17410.1
ASB32639.1	AFN17420.1
ASB32639.1	AFN17440.1
ASB32639.1	AFN17450.1
ASB32639.1	AFN17476.1
ASB32639.1	AFN17486.1
ASB32639.1	AFN17496.1
ASB32639.1	AFN17506.1
ASB32639.1	AFN17516.1
ASB32639.1	AFN17536.1
ASB32639.1	AFN17556.1
ASB32639.1	AFN17566.1
ASB32639.1	AFN17594.1
ASB32639.1	AFN17604.1
ASB32639.1	AFN17614.1
ASB32639.1	AFN17624.1
ASB32639.1	AFN17634.1
ASB32639.1	AFN17644.1
ASB32639.1	AFN17654.1
ASB32639.1	AFN17664.1
ASB32639.1	AFN17674.1
ASB32639.1	AFN17694.1
ASB32639.1	AFN17704.1
ASB32639.1	AFN17782.1
ASB32639.1	AFN17792.1
ASB32639.1	AFN17802.1
ASB32639.1	AFN17822.1
ASB32639.1	AFN17832.1
ASB32639.1	AFN17842.1
ASB32639.1	AFN17862.1
ASB32639.1	AFN17872.1
ASB32639.1	AFN17882.1
ASB32639.1	AFN17902.1
ASB32639.1	AFN17918.1
ASB32639.1	AFN17928.1
ASB32639.1	AFN17938.1
ASB32639.1	AFN17948.1
ASB32639.1	AFN17968.1
ASB32639.1	AFN17978.1
ASB32639.1	AFN17988.1
ASB32639.1	AFN17998.1
ASB32639.1	AFN18018.1
ASB32639.1	AFN18028.1
ASB32639.1	AFN18048.1
ASB32639.1	AFN18058.1
ASB32639.1	AFN18077.1
ASB32639.1	AFN18097.1
ASB32639.1	AFN18111.1
ASB32639.1	AFN18125.1
ASB32639.1	AFN18175.1
ASB32639.1	AFN18237.1
ASB32639.1	AFN18249.1
ASB32639.1	AFN18279.1
ASB32639.1	AFN18297.1
ASB32639.1	AFN18323.1
ASB32639.1	AFN18343.1
ASB32639.1	AFN18353.1
ASB32639.1	AFN18363.1
ASB32639.1	AFN18389.1
ASB32639.1	AFN18399.1
ASB32639.1	AFN18409.1
ASB32639.1	AFN18419.1
ASB32639.1	AFN18429.1
ASB32639.1	AFN18449.1
ASB32639.1	AFN18459.1
ASB32639.1	AFN18469.1
ASB32639.1	AFN18479.1
ASB32639.1	AFN18489.1
ASB32639.1	AFN18549.1
ASB32639.1	AFN18569.1
ASB32639.1	AFN18579.1
ASB32639.1	AFN18589.1
ASB32639.1	AFN18599.1
ASB32639.1	AFN18621.1
ASB32639.1	AFN18633.1
ASB32639.1	AFN18643.1
ASB32639.1	AFN18653.1
ASB32639.1	AFN18663.1
ASB32639.1	AFN18683.1
ASB32639.1	AFN18693.1
ASB32639.1	AFN18703.1
ASB32639.1	AFN18713.1
ASB32639.1	AFN18734.1
ASB32639.1	AFN18766.1
ASB32639.1	AFN18788.1
ASB32639.1	AFN18848.1
ASB32639.1	AFN18864.1
ASB32639.1	AFN18884.1
ASB32639.1	AFN18902.1
ASB32639.1	AFN18956.1
ASB32639.1	AFN19010.1
ASB32639.1	AFN19133.1
ASB32639.1	AFN19153.1
ASB32639.1	AFN19183.1
ASB32639.1	AFN19193.1
ASB32639.1	AFN19294.1
ASB32639.1	AFN19304.1
ASB32639.1	AFN19314.1
ASB32639.1	AFN19324.1
ASB32639.1	AFN19343.1
ASB32639.1	AFN19790.1
ASB32639.1	AFN19800.1
ASB32639.1	AFN19840.1
ASB32639.1	AFN19848.1
ASB32639.1	AFN19894.1
ASB32639.1	AFN19914.1
ASB32639.1	AFN19940.1
ASB32639.1	AFN20121.1
ASB32639.1	AFX96405.1
ASB32639.1	AFX96415.1
ASB32639.1	AFX96425.1
ASB32639.1	AFX96435.1
ASB32639.1	AFX96445.1
ASB32639.1	AFX96455.1
ASB32639.1	AFX96465.1
ASB32639.1	AFX96495.1
ASB32639.1	AFX96505.1
ASB32639.1	AFX96515.1
ASB32639.1	AFX96525.1
ASB32639.1	AFX96535.1
ASB32639.1	AFX96545.1
ASB32639.1	AFX96555.1
ASB32639.1	AFX96565.1
ASB32639.1	AFX96575.1
ASB32639.1	AFX96585.1
ASB32639.1	AFX96595.1
ASB32639.1	AFX96605.1
ASB32639.1	AFX96625.1
ASB32639.1	AFX96645.1
ASB32639.1	AFX96655.1
ASB32639.1	AFX96685.1
ASB32639.1	AFX96695.1
ASB32639.1	AFX96755.1
ASB32639.1	AFX96765.1
ASB32639.1	AFX96785.1
ASB32639.1	AFX96805.1
ASB32639.1	AFX96815.1
ASB32639.1	AFX96835.1
ASB32639.1	AFX96845.1
ASB32639.1	AFX96931.1
ASB32639.1	AGB13043.1
ASB32639.1	AGB13317.1
ASB32639.1	AFH97147.1
ASB32639.1	AFJ23032.1
ASB32639.1	AFJ76126.1
ASB32639.1	AFJ76151.1
ASB32639.1	AFJ76198.1
ASB32639.1	AEM76802.1
ASB32639.1	AEM92416.1
ASB32639.1	AEM92427.1
ASB32639.1	AEO91830.1
ASB32639.1	AEY69095.1
ASB32639.1	AEY70362.1
ASB32639.1	AFG31097.1
ASB32639.1	AFG31107.1
ASB32639.1	AFG31277.1
ASB32639.1	AFG31340.1
ASB32639.1	AFG31403.1
ASB32639.1	AFG31413.1
ASB32639.1	AFG31483.1
ASB32639.1	AFG31553.1
ASB32639.1	AFG31563.1
ASB32639.1	AFG31573.1
ASB32639.1	AFG31613.1
ASB32639.1	AFG31623.1
ASB32639.1	AFK14114.1
ASB32639.1	AFK14492.1
ASB32639.1	AFK14797.1
ASB32639.1	AFK14928.1
ASB32639.1	AFY23998.1
ASB32639.1	AFY24040.1
ASB32639.1	AEA10320.1
ASB32639.1	AEA10346.1
ASB32639.1	AEA10356.1
ASB32639.1	AEA30307.1
ASB32639.1	AEA72767.1
ASB32639.1	AEA73808.1
ASB32639.1	AEA73818.1
ASB32639.1	AEA73828.1
ASB32639.1	AEA73848.1
ASB32639.1	AEA73868.1
ASB32639.1	AEA73898.1
ASB32639.1	AEA73908.1
ASB32639.1	AEA73948.1
ASB32639.1	AEA73958.1
ASB32639.1	AEA73978.1
ASB32639.1	AEA73998.1
ASB32639.1	AEA74018.1
ASB32639.1	AEA74028.1
ASB32639.1	AEB71914.1
ASB32639.1	AEB71923.1
ASB32639.1	AEC53266.1
ASB32639.1	AEC53286.1
ASB32639.1	AEC53296.1
ASB32639.1	AEC53306.1
ASB32639.1	AEC53315.1
ASB32639.1	AEC53324.1
ASB32639.1	AEC53334.1
ASB32639.1	AEC53344.1
ASB32639.1	AEC53354.1
ASB32639.1	AEC53364.1
ASB32639.1	AEC53373.1
ASB32639.1	AEC53382.1
ASB32639.1	AEC53401.1
ASB32639.1	AEC53411.1
ASB32639.1	AEC53421.1
ASB32639.1	AEC53431.1
ASB32639.1	AEC53441.1
ASB32639.1	AEE27165.1
ASB32639.1	AEE27174.1
ASB32639.1	AEE27184.1
ASB32639.1	AEE27194.1
ASB32639.1	AEE27204.1
ASB32639.1	AEE27214.1
ASB32639.1	AEG64759.1
ASB32639.1	AEG64791.1
ASB32639.1	AEI29222.1
ASB32639.1	AEI29232.1
ASB32639.1	AEI86731.1
ASB32639.1	AEI86791.1
ASB32639.1	AEI86801.1
ASB32639.1	AEI86861.1
ASB32639.1	AEI86891.1
ASB32639.1	AEI86901.1
ASB32639.1	AEI86951.1
ASB32639.1	AEI86981.1
ASB32639.1	AEI86991.1
ASB32639.1	AEI87001.1
ASB32639.1	AEI87011.1
ASB32639.1	AEI87041.1
ASB32639.1	AEI87051.1
ASB32639.1	AEJ10407.1
ASB32639.1	AEJ10417.1
ASB32639.1	AEJ10527.1
ASB32639.1	AEJ10537.1
ASB32639.1	AEJ10547.1
ASB32639.1	AEJ37880.1
ASB32639.1	AEJ37890.1
ASB32639.1	AEJ37910.1
ASB32639.1	AEJ37920.1
ASB32639.1	AEJ37930.1
ASB32639.1	AEJ37940.1
ASB32639.1	AEJ37950.1
ASB32639.1	AEJ37960.1
ASB32639.1	AEJ37970.1
ASB32639.1	AEJ37980.1
ASB32639.1	AEJ37990.1
ASB32639.1	AEK21433.1
ASB32639.1	AEK21443.1
ASB32639.1	AEK21453.1
ASB32639.1	AEK21463.1
ASB32639.1	AEK21473.1
ASB32639.1	AEK21483.1
ASB32639.1	AEK21493.1
ASB32639.1	AEL89488.1
ASB32639.1	AEL89498.1
ASB32639.1	AEL89558.1
ASB32639.1	AEL89568.1
ASB32639.1	AEL89638.1
ASB32639.1	AEL89758.1
ASB32639.1	AEL89829.1
ASB32639.1	AEL89859.1
ASB32639.1	AEL94917.1
ASB32639.1	AEL99671.1
ASB32639.1	AEL99681.1
ASB32639.1	AEM62799.1
ASB32639.1	AEM62808.1
ASB32639.1	AEM62826.1
ASB32639.1	AEM62835.1
ASB32639.1	AEM62862.1
ASB32639.1	AEM62870.1
ASB32639.1	AER92711.1
ASB32639.1	AEW25563.1
ASB32639.1	ADX96346.1
ASB32639.1	ADX96366.1
ASB32639.1	ADX96397.1
ASB32639.1	ADX96426.1
ASB32639.1	ADX96516.1
ASB32639.1	ADX96526.1
ASB32639.1	ADX96536.1
ASB32639.1	ADX96676.1
ASB32639.1	ADX96686.1
ASB32639.1	ADX96806.2
ASB32639.1	ADX96816.1
ASB32639.1	ADX96836.1
ASB32639.1	ADX96856.1
ASB32639.1	ADX96866.1
ASB32639.1	ADX96876.1
ASB32639.1	ADX96896.2
ASB32639.1	ADX96906.1
ASB32639.1	ADX96936.1
ASB32639.1	ADX96946.1
ASB32639.1	ADX96976.1
ASB32639.1	ADX96986.1
ASB32639.1	ADX97006.1
ASB32639.1	ADX97017.2
ASB32639.1	ADX98647.1
ASB32639.1	ADX98657.1
ASB32639.1	ADX98726.1
ASB32639.1	ADX98736.1
ASB32639.1	ADX98746.1
ASB32639.1	ADX98774.1
ASB32639.1	ADX98813.1
ASB32639.1	ADX98877.1
ASB32639.1	ADX98897.1
ASB32639.1	ADX98907.1
ASB32639.1	ADX98927.1
ASB32639.1	ADX98937.1
ASB32639.1	ADX98947.1
ASB32639.1	ADX98997.1
ASB32639.1	ADX99007.1
ASB32639.1	ADY80134.1
ASB32639.1	ADZ04604.1
ASB32639.1	ADZ04614.1
ASB32639.1	ADZ04678.1
ASB32639.1	ADZ05397.1
ASB32639.1	ADM12878.1
ASB32639.1	ADM12888.1
ASB32639.1	ADM12898.1
ASB32639.1	ADM12908.1
ASB32639.1	ADM12948.1
ASB32639.1	ADM12958.1
ASB32639.1	ADM12988.1
ASB32639.1	ADM12998.1
ASB32639.1	ADM13008.1
ASB32639.1	ADM13038.1
ASB32639.1	ADM13048.1
ASB32639.1	ADM13068.1
ASB32639.1	ADM13078.1
ASB32639.1	ADM13088.1
ASB32639.1	ADM13098.1
ASB32639.1	ADM13108.1
ASB32639.1	ADM13118.1
ASB32639.1	ADM13148.1
ASB32639.1	ADM13158.1
ASB32639.1	ADM13188.1
ASB32639.1	ADM13198.1
ASB32639.1	ADM13218.1
ASB32639.1	ADM13228.1
ASB32639.1	ADM13238.1
ASB32639.1	ADM13268.1
ASB32639.1	ADM13298.1
ASB32639.1	ADM13318.1
ASB32639.1	ADM13328.1
ASB32639.1	ADM13358.1
ASB32639.1	ADM14570.1
ASB32639.1	ADM14588.1
ASB32639.1	ADM14598.1
ASB32639.1	ADM14608.1
ASB32639.1	ADM14645.1
ASB32639.1	ADM14654.1
ASB32639.1	ADM14820.1
ASB32639.1	ADM14875.1
ASB32639.1	ADM14984.1
ASB32639.1	ADM31485.1
ASB32639.1	ADM31505.1
ASB32639.1	ADM31515.1
ASB32639.1	ADM31545.1
ASB32639.1	ADM31555.1
ASB32639.1	ADM31565.1
ASB32639.1	ADM31585.1
ASB32639.1	ADM31595.1
ASB32639.1	ADM31605.1
ASB32639.1	ADM31645.1
ASB32639.1	ADM31655.1
ASB32639.1	ADM31695.1
ASB32639.1	ADM31705.1
ASB32639.1	ADM31715.1
ASB32639.1	ADM31755.1
ASB32639.1	ADM31765.1
ASB32639.1	ADM31775.1
ASB32639.1	ADM31785.1
ASB32639.1	ADM31795.1
ASB32639.1	ADM31805.1
ASB32639.1	ADM31815.1
ASB32639.1	ADM31825.1
ASB32639.1	ADM31855.1
ASB32639.1	ADM31865.1
ASB32639.1	ADM31895.1
ASB32639.1	ADM31905.1
ASB32639.1	ADM31945.1
ASB32639.1	ADM31955.1
ASB32639.1	ADM31975.1
ASB32639.1	ADM31985.1
ASB32639.1	ADM31995.1
ASB32639.1	ADM32025.1
ASB32639.1	ADM32045.1
ASB32639.1	ADM32085.1
ASB32639.1	ADM32105.1
ASB32639.1	ADM32115.1
ASB32639.1	ADM32125.1
ASB32639.1	ADM32558.1
ASB32639.1	ADM32588.1
ASB32639.1	ADM32598.1
ASB32639.1	ADM32608.1
ASB32639.1	ADM32618.1
ASB32639.1	ADM32658.1
ASB32639.1	ADM32678.1
ASB32639.1	ADM32698.1
ASB32639.1	ADM32708.1
ASB32639.1	ADM32738.1
ASB32639.1	ADM32768.1
ASB32639.1	ADM32778.1
ASB32639.1	ADM32788.1
ASB32639.1	ADM32798.1
ASB32639.1	ADM32818.1
ASB32639.1	ADM32828.1
ASB32639.1	ADM32838.1
ASB32639.1	ADM32858.1
ASB32639.1	ADM32878.1
ASB32639.1	ADM32888.1
ASB32639.1	ADM33221.1
ASB32639.1	ADM33231.1
ASB32639.1	ADM33250.1
ASB32639.1	ADM52450.1
ASB32639.1	ADM52460.1
ASB32639.1	ADM52470.1
ASB32639.1	ADM52480.1
ASB32639.1	ADM52490.1
ASB32639.1	ADM52531.1
ASB32639.1	ADM52561.1
ASB32639.1	ADM52581.1
ASB32639.1	ADM52611.1
ASB32639.1	ADM52651.1
ASB32639.1	ADM52671.1
ASB32639.1	ADM52681.1
ASB32639.1	ADM52691.1
ASB32639.1	ADM52711.1
ASB32639.1	ADN26182.1
ASB32639.1	ADN92509.1
ASB32639.1	ADN92519.1
ASB32639.1	ADN92559.1
ASB32639.1	ADO00737.1
ASB32639.1	ADO00747.1
ASB32639.1	ADO12150.1
ASB32639.1	ADO12210.1
ASB32639.1	ADO12220.1
ASB32639.1	ADO12230.1
ASB32639.1	ADO12240.1
ASB32639.1	ADO12250.1
ASB32639.1	ADO12260.1
ASB32639.1	ADO12270.1
ASB32639.1	ADO12290.1
ASB32639.1	ADO12300.1
ASB32639.1	ADO12310.1
ASB32639.1	ADO12320.1
ASB32639.1	ADO12330.1
ASB32639.1	ADO12340.1
ASB32639.1	ADO12360.1
ASB32639.1	ADO12370.1
ASB32639.1	ADO12380.1
ASB32639.1	ADO12390.1
ASB32639.1	ADO12400.1
ASB32639.1	ADO12410.1
ASB32639.1	ADO12420.1
ASB32639.1	ADO12430.1
ASB32639.1	ADO12470.1
ASB32639.1	ADO12480.1
ASB32639.1	ADO12500.1
ASB32639.1	ADO12520.1
ASB32639.1	ADO12530.1
ASB32639.1	ADO12560.1
ASB32639.1	ADO12590.1
ASB32639.1	ADO12600.1
ASB32639.1	ADO12620.1
ASB32639.1	ADO12630.1
ASB32639.1	ADO25099.1
ASB32639.1	ADO25109.1
ASB32639.1	ADO25139.1
ASB32639.1	ADO25149.1
ASB32639.1	ADO25159.1
ASB32639.1	ADO25169.1
ASB32639.1	ADO25189.1
ASB32639.1	ADO25199.1
ASB32639.1	ADO25219.1
ASB32639.1	ADO25239.1
ASB32639.1	ADO25249.1
ASB32639.1	ADO25289.1
ASB32639.1	ADO30414.1
ASB32639.1	ADO30424.1
ASB32639.1	ADO65960.1
ASB32639.1	ADP94016.1
ASB32639.1	ADP95350.1
ASB32639.1	ADP95360.1
ASB32639.1	ADP95370.1
ASB32639.1	ADU59778.1
ASB32639.1	ADU59787.1
ASB32639.1	ADU59827.1
ASB32639.1	ADU59845.1
ASB32639.1	ADU59854.1
ASB32639.1	ADU59860.1
ASB32639.1	ADU59866.1
ASB32639.1	ADU59878.1
ASB32639.1	ADU59884.1
ASB32639.1	ADU59890.1
ASB32639.1	ADU59896.1
ASB32639.1	ADU59902.1
ASB32639.1	ADU59912.1
ASB32639.1	ADU59925.1
ASB32639.1	ADV17292.1
ASB32639.1	ADV17332.1
ASB32639.1	ADV74723.1
ASB32639.1	ADV74733.1
ASB32639.1	ADI99617.1
ASB32639.1	ADI99627.1
ASB32639.1	ADI99667.1
ASB32639.1	ADI99717.1
ASB32639.1	ADI99727.1
ASB32639.1	ADI99737.1
ASB32639.1	ADJ37260.1
ASB32639.1	ADJ40491.1
ASB32639.1	ADJ40501.1
ASB32639.1	ADJ40511.1
ASB32639.1	ADJ40521.1
ASB32639.1	ADJ40531.1
ASB32639.1	ADJ40551.1
ASB32639.1	ADJ40571.1
ASB32639.1	ADJ40591.1
ASB32639.1	ADJ40601.1
ASB32639.1	ADJ40611.1
ASB32639.1	ADJ40621.1
ASB32639.1	ADJ40641.1
ASB32639.1	ADJ40661.1
ASB32639.1	ADJ40681.1
ASB32639.1	ADJ80641.1
ASB32639.1	ADJ80651.1
ASB32639.1	ADJ80661.1
ASB32639.1	ADJ80671.1
ASB32639.1	ADJ80701.1
ASB32639.1	ADJ80731.1
ASB32639.1	ADJ80811.1
ASB32639.1	ADJ80934.1
ASB32639.1	ADJ80944.1
ASB32639.1	ADJ81030.1
ASB32639.1	ADJ81050.1
ASB32639.1	ADK21720.1
ASB32639.1	ADK21740.1
ASB32639.1	ADK21800.1
ASB32639.1	ADK21810.1
ASB32639.1	ADK21840.1
ASB32639.1	ADK21860.1
ASB32639.1	ADK21880.1
ASB32639.1	ADK21900.1
ASB32639.1	ADK21920.1
ASB32639.1	ADK21950.1
ASB32639.1	ADK32437.1
ASB32639.1	ADK32467.1
ASB32639.1	ADK32487.1
ASB32639.1	ADK32644.1
ASB32639.1	ADK32664.1
ASB32639.1	ADK32684.1
ASB32639.1	ADK32704.1
ASB32639.1	ADK33618.1
ASB32639.1	ADK33638.1
ASB32639.1	ADK33648.1
ASB32639.1	ADK33698.1
ASB32639.1	ADK33728.1
ASB32639.1	ADK33738.1
ASB32639.1	ADK33748.1
ASB32639.1	ADK33758.1
ASB32639.1	ADK33768.1
ASB32639.1	ADK33778.1
ASB32639.1	ADK33798.1
ASB32639.1	ADK33828.1
ASB32639.1	ADK33838.1
ASB32639.1	ADK33858.1
ASB32639.1	ADK33868.1
ASB32639.1	ADK33908.1
ASB32639.1	ADK33948.1
ASB32639.1	ADK33988.1
ASB32639.1	ADK62700.1
ASB32639.1	ADK62710.1
ASB32639.1	ADL29679.1
ASB32639.1	ADL29689.1
ASB32639.1	ADL29699.1
ASB32639.1	ADL29709.1
ASB32639.1	ADL29737.1
ASB32639.1	ADL29747.1
ASB32639.1	ADL29767.1
ASB32639.1	ADL29787.1
ASB32639.1	ADL29891.1
ASB32639.1	ADL32024.1
ASB32639.1	ADL32034.1
ASB32639.1	ADL32044.1
ASB32639.1	ADL32054.1
ASB32639.1	ADL32064.1
ASB32639.1	ADL32097.1
ASB32639.1	ADL32121.1
ASB32639.1	ADL32351.1
ASB32639.1	ADL32361.1
ASB32639.1	ADL32371.1
ASB32639.1	ADL32381.1
ASB32639.1	ADL32391.1
ASB32639.1	ADL32401.1
ASB32639.1	ADL32411.1
ASB32639.1	ADL32441.1
ASB32639.1	ADL32471.1
ASB32639.1	ADL32481.1
ASB32639.1	ADL32491.1
ASB32639.1	ADL32511.1
ASB32639.1	ADL32531.1
ASB32639.1	ADL32561.1
ASB32639.1	ADL32677.1
ASB32639.1	ADL32687.1
ASB32639.1	ADL32697.1
ASB32639.1	ADL32707.1
ASB32639.1	ADL32717.1
ASB32639.1	ADL32727.1
ASB32639.1	ADL32737.1
ASB32639.1	ADM07134.1
ASB32639.1	ADM07143.1
ASB32639.1	ADM07153.1
ASB32639.1	ADM07162.1
ASB32639.1	ADM12868.1
ASB32639.1	ADR01745.1
ASB32639.1	AEW10573.1
ASB32639.1	AEW10583.1
ASB32639.1	AEW10603.1
ASB32639.1	AEW10613.1
ASB32639.1	AEW10633.1
ASB32639.1	AEW10643.1
ASB32639.1	AEW10663.1
ASB32639.1	AEW10673.1
ASB32639.1	AEW10683.1
ASB32639.1	AEW10693.1
ASB32639.1	AEW10703.1
ASB32639.1	AEW10733.1
ASB32639.1	AEW10823.1
ASB32639.1	AEW10833.1
ASB32639.1	AEW10893.1
ASB32639.1	AEW10923.1
ASB32639.1	AEW10933.1
ASB32639.1	AEW10953.1
ASB32639.1	AEW10963.1
ASB32639.1	AEW10983.1
ASB32639.1	AEW10993.1
ASB32639.1	AEW11003.1
ASB32639.1	AEW11013.1
ASB32639.1	AEW11023.1
ASB32639.1	AEW11033.1
ASB32639.1	AEW11053.1
ASB32639.1	AEW11063.1
ASB32639.1	AEW11073.1
ASB32639.1	AEW11083.1
ASB32639.1	AEW11093.1
ASB32639.1	AEW11103.1
ASB32639.1	AEW11113.1
ASB32639.1	AEW11123.1
ASB32639.1	AEW11133.1
ASB32639.1	AEW11143.1
ASB32639.1	AEW11153.1
ASB32639.1	AEW11163.1
ASB32639.1	AEW11173.1
ASB32639.1	AEW11183.1
ASB32639.1	AEW11193.1
ASB32639.1	AEW11203.1
ASB32639.1	AEW11213.1
ASB32639.1	AEW11223.1
ASB32639.1	AEW11233.1
ASB32639.1	AEW11243.1
ASB32639.1	AEW11253.1
ASB32639.1	AEW11262.1
ASB32639.1	AEW11272.1
ASB32639.1	AEW11292.1
ASB32639.1	AEW11302.1
ASB32639.1	AEW11312.1
ASB32639.1	AEW11322.1
ASB32639.1	AFR84684.1
ASB32639.1	AFR84703.1
ASB32639.1	AFR84803.1
ASB32639.1	AFR84823.1
ASB32639.1	AFR84833.1
ASB32639.1	AFR84843.1
ASB32639.1	AFR84853.1
ASB32639.1	AFR84863.1
ASB32639.1	AFR84873.1
ASB32639.1	AFR84892.1
ASB32639.1	AFR84902.1
ASB32639.1	AFR84912.1
ASB32639.1	AFR84922.1
ASB32639.1	ADD84722.1
ASB32639.1	ADF28931.1
ASB32639.1	ADH01815.1
ASB32639.1	ADH01825.1
ASB32639.1	ADH01835.1
ASB32639.1	ADH01845.1
ASB32639.1	ADH01855.1
ASB32639.1	ADH01865.1
ASB32639.1	ADH01875.1
ASB32639.1	ADH01885.1
ASB32639.1	ADH01895.1
ASB32639.1	ADH01905.1
ASB32639.1	ADH01915.1
ASB32639.1	ADH01925.1
ASB32639.1	ADH01935.1
ASB32639.1	ADH01945.1
ASB32639.1	ADH02005.1
ASB32639.1	ADH02025.1
ASB32639.1	ADI24535.1
ASB32639.1	ADI24589.1
ASB32639.1	ADI24601.1
ASB32639.1	ADI48629.1
ASB32639.1	ADI48639.1
ASB32639.1	ADI48649.1
ASB32639.1	ADI48659.1
ASB32639.1	ADI48669.1
ASB32639.1	ADI48679.1
ASB32639.1	ADI48689.1
ASB32639.1	ADI48699.1
ASB32639.1	ADI48719.1
ASB32639.1	ADI48729.1
ASB32639.1	ADI48759.1
ASB32639.1	ADI48769.1
ASB32639.1	ADI48779.1
ASB32639.1	ADI48789.1
ASB32639.1	ADI48799.1
ASB32639.1	ADI49036.1
ASB32639.1	ADI49257.1
ASB32639.1	ADI49267.1
ASB32639.1	ADI49287.1
ASB32639.1	ADI49319.1
ASB32639.1	ADI49339.1
ASB32639.1	ADI49349.1
ASB32639.1	ADI49359.1
ASB32639.1	ADI49379.1
ASB32639.1	ADI49389.1
ASB32639.1	ADI49724.1
ASB32639.1	ADI49734.1
ASB32639.1	ADI49744.1
ASB32639.1	ADI49754.1
ASB32639.1	ADI49764.1
ASB32639.1	ADI49784.1
ASB32639.1	ADI49794.1
ASB32639.1	ADI50026.1
ASB32639.1	ADI77367.1
ASB32639.1	ADI99557.1
ASB32639.1	ADI99567.1
ASB32639.1	ADI99577.1
ASB32639.1	ADI99587.1
ASB32639.1	ADI99597.1
ASB32639.1	ADI99607.1
ASB32639.1	AFB70166.1
ASB32639.1	AFB70176.1
ASB32639.1	AFB70186.1
ASB32639.1	AFB70196.1
ASB32639.1	AFB70206.1
ASB32639.1	AFB70216.1
ASB32639.1	AFB70226.1
ASB32639.1	AFB70246.1
ASB32639.1	AFB70256.1
ASB32639.1	AFB70266.1
ASB32639.1	AFB70276.1
ASB32639.1	AFB70286.1
ASB32639.1	AFB70296.1
ASB32639.1	AFB70306.1
ASB32639.1	AFB70316.1
ASB32639.1	AFB70336.1
ASB32639.1	AFB70346.1
ASB32639.1	AFB70366.1
ASB32639.1	AFB70386.1
ASB32639.1	AFB70406.1
